Sport,Discipline,Athlete,Event,Country,Medal,Year,Season,Gender,City
Athletics,Athletics,"ROWLEY, Stanley",5000M Team,Mixed teams,Gold,1900,summer,Men,Paris
Athletics,Athletics,"TYSOE, Alfred",5000M Team,Mixed teams,Gold,1900,summer,Men,Paris
Athletics,Athletics,"CASTANET, André",5000M Team,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"CHAMPOUDRY, Michel",5000M Team,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"CHASTANIE, Jacques",5000M Team,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"DELOGE, Henri",5000M Team,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"RAGUENEAU, Gaston",5000M Team,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"ROWLEY, Stanley",60M,Australia,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"KRAENZLEIN, Alvin",60M,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"TEWKSBURY, Walter B. John",60M,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"HALL, David",800M,United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"TYSOE, Alfred",800M,United Kingdom,Gold,1900,summer,Men,Paris
Athletics,Athletics,"CREGAN, John",800M,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"SHELDON, Richard",Discus Throw,United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"BAUER, Rudolf",Discus Throw,Hungary,Gold,1900,summer,Men,Paris
Athletics,Athletics,"JANDA, Frantisek",Discus Throw,Bohemia,Silver,1900,summer,Men,Paris
Athletics,Athletics,"MCCRACKEN, Josiah",Hammer Throw,United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"FLANAGAN, John Jesus",Hammer Throw,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"HARE, Thomas Truxton",Hammer Throw,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"GÖNCZY, Lajos",High Jump,Hungary,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"BAXTER, Irving",High Jump,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"LEAHY, Patrick Joseph",High Jump,United Kingdom,Silver,1900,summer,Men,Paris
Athletics,Athletics,"SHELDON, Lewis Pendleton","High Jump, Standing",United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"EWRY, Ray","High Jump, Standing",United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"BAXTER, Irving","High Jump, Standing",United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"LEAHY, Patrick Joseph",Long Jump,United Kingdom,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"KRAENZLEIN, Alvin",Long Jump,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"PRINSTEIN, Meyer",Long Jump,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"TORCHEBOEUF, Emile","Long Jump, Standing",France,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"EWRY, Ray","Long Jump, Standing",United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"BAXTER, Irving","Long Jump, Standing",United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"FAST, Ernst",Marathon,Sweden,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"THEATO, Michel",Marathon,France,Gold,1900,summer,Men,Paris
Athletics,Athletics,"CHAMPION, Emile",Marathon,France,Silver,1900,summer,Men,Paris
Athletics,Athletics,"ANDERSEN, Carl Albert",Pole Vault,Norway,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"BAXTER, Irving",Pole Vault,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"COLKETT, Meredith Bright",Pole Vault,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"GARRETT, Robert",Shot Put,United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"SHELDON, Richard",Shot Put,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"MCCRACKEN, Josiah",Shot Put,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"SHELDON, Lewis Pendleton",Triple Jump,United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"PRINSTEIN, Meyer",Triple Jump,United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"CONNOLLY, James",Triple Jump,United States,Silver,1900,summer,Men,Paris
Athletics,Athletics,"GARRETT, Robert","Triple Jump, Standing",United States,Bronze,1900,summer,Men,Paris
Athletics,Athletics,"EWRY, Ray","Triple Jump, Standing",United States,Gold,1900,summer,Men,Paris
Athletics,Athletics,"BAXTER, Irving","Triple Jump, Standing",United States,Silver,1900,summer,Men,Paris
Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",Cesta Punta,Spain,Gold,1900,summer,Men,Paris
Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",Cesta Punta,Spain,Gold,1900,summer,Men,Paris
Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",Cesta Punta,France,Silver,1900,summer,Men,Paris
Basque Pelota,Basque Pelota,ETCHEGARAY,Cesta Punta,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"BEACHCROFT, Charles",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"BIRKETT, Arthur Ernest",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"BOWERMAN, Alfred James",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"BUCKLEY, George John",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"BURCHELL, Francis Romulus",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"CHRISTIAN, Frederick William",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"CORNER, Harry Richard",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"CUMING, Frederick Wlliam",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"DONNE, William Stephen",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"POWLESLAND, Alfred James",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"SYMES, John",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"TOLLER, Montagu Henry",Cricket,United Kingdom,Gold,1900,summer,Men,Paris
Cricket,Cricket,"ANDERSON, W.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"ATTRILL, W.T.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"BRAID, J.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"BROWNING, W.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"HORNE, R.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"JORDAN, T.H.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"MCEVOY, A.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"ROBINSON, D.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"ROQUES, F.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"SCHNEIDAU, A.J.",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"TERRY, Henry John",Cricket,France,Silver,1900,summer,Men,Paris
Cricket,Cricket,"TOMALIN, P.H.",Cricket,France,Silver,1900,summer,Men,Paris
Croquet,Croquet,AUMOITTE,Double,France,Gold,1900,summer,Men,Paris
Croquet,Croquet,JOHIN,Double,France,Gold,1900,summer,Men,Paris
Croquet,Croquet,WAYDELICH,Individual 1 Ball,France,Bronze,1900,summer,Men,Paris
Croquet,Croquet,AUMOITTE,Individual 1 Ball,France,Gold,1900,summer,Men,Paris
Croquet,Croquet,JOHIN,Individual 1 Ball,France,Silver,1900,summer,Men,Paris
Croquet,Croquet,SAUTREAU,Individual 2 Balls,France,Bronze,1900,summer,Men,Paris
Croquet,Croquet,WAYDELICH,Individual 2 Balls,France,Gold,1900,summer,Men,Paris
Croquet,Croquet,VIGNEROT,Individual 2 Balls,France,Silver,1900,summer,Men,Paris
Cycling,Cycling Track,"DAUMAIN, .....",25 Kilometres,France,Bronze,1900,summer,Men,Paris
Cycling,Cycling Track,"BASTIEN, Louis",25 Kilometres,France,Gold,1900,summer,Men,Paris
Cycling,Cycling Track,"HILDEBRAND, Louis",25 Kilometres,France,Silver,1900,summer,Men,Paris
Cycling,Cycling Track,"LAKE, John Henry",Sprint Indivual,United States,Bronze,1900,summer,Men,Paris
Cycling,Cycling Track,"TAILLANDIER, Georges",Sprint Indivual,France,Gold,1900,summer,Men,Paris
Cycling,Cycling Track,"SANZ, Fernand",Sprint Indivual,France,Silver,1900,summer,Men,Paris
Equestrian,Jumping,"VAN DE POELE, Georges",High Jump,Belgium,Bronze,1900,summer,Men,Paris
Equestrian,Jumping,"GARDERES, Dominique Maximien",High Jump,France,Gold,1900,summer,Men,Paris
Equestrian,Jumping,"TRISSINO, Gian Giorgio",High Jump,Italy,Gold,1900,summer,Men,Paris
Equestrian,Jumping,"DE CHAMPSAVIN, Louis",Individual,France,Bronze,1900,summer,Men,Paris
Equestrian,Jumping,"HAEGEMAN, Aimé",Individual,Belgium,Gold,1900,summer,Men,Paris
Equestrian,Jumping,"VAN DE POELE, Georges",Individual,Belgium,Silver,1900,summer,Men,Paris
Equestrian,Jumping,DE BELLEGARDE,Long Jump Individual,France,Bronze,1900,summer,Men,Paris
Equestrian,Jumping,"VAN LANGHENDONCK, Constant",Long Jump Individual,Belgium,Gold,1900,summer,Men,Paris
Equestrian,Jumping,"TRISSINO, Gian Giorgio",Long Jump Individual,Italy,Silver,1900,summer,Men,Paris
Fencing,Fencing,"SEE, Léon",Épée Individual,France,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"FONST, Ramon",Épée Individual,Cuba,Gold,1900,summer,Men,Paris
Fencing,Fencing,"PERREE, Louis",Épée Individual,France,Silver,1900,summer,Men,Paris
Fencing,Fencing,"SEE, Léon","Épée, Amateurs And Masters",France,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"AYAT, Albert","Épée, Amateurs And Masters",France,Gold,1900,summer,Men,Paris
Fencing,Fencing,"FONST, Ramon","Épée, Amateurs And Masters",Cuba,Silver,1900,summer,Men,Paris
Fencing,Fencing,"LAURENT, Henri","Épée, Masters",France,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"AYAT, Albert","Épée, Masters",France,Gold,1900,summer,Men,Paris
Fencing,Fencing,"BOUGNOL, Emile","Épée, Masters",France,Silver,1900,summer,Men,Paris
Fencing,Fencing,"BOULENGER, Marcel Jacques",Foil Individual,France,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"COSTE, Emile",Foil Individual,France,Gold,1900,summer,Men,Paris
Fencing,Fencing,"MASSON, Henri",Foil Individual,France,Silver,1900,summer,Men,Paris
Fencing,Fencing,"MIMIAGUE, Jean-Baptiste","Foil, Masters",France,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"MERIGNAC, Lucien","Foil, Masters",France,Gold,1900,summer,Men,Paris
Fencing,Fencing,"KIRCHHOFFER, Alphonse","Foil, Masters",France,Silver,1900,summer,Men,Paris
Fencing,Fencing,"FLESCH, Siegfried",Sabre Individual,Austria,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"DE LA FALAISE, Georges",Sabre Individual,France,Gold,1900,summer,Men,Paris
Fencing,Fencing,"THIEBAUT, Léon",Sabre Individual,France,Silver,1900,summer,Men,Paris
Fencing,Fencing,"NERALIC, Milan","Sabre, Masters",Austria,Bronze,1900,summer,Men,Paris
Fencing,Fencing,"CONTE, Antonio","Sabre, Masters",Italy,Gold,1900,summer,Men,Paris
Fencing,Fencing,"SANTELLI, Italo","Sabre, Masters",Italy,Silver,1900,summer,Men,Paris
Football,Football,"DELBECQUE, Albert",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"KELECOM, R.",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"LEBOUTTE, Marcel",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,LONDOT,Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"MOREAU, Ernest",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"NEEFS, E.",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"PELGRIMS, Georges",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"RENIER, Alphonse",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"SPANNOGHE, E.",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"THORNTON, Erich",Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,VAN HEUCKELUM,Football,Belgium,Bronze,1900,summer,Men,Paris
Football,Football,"BUCKENHAM, Claude Percy",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"BURRIDGE, T.E.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"CHALK, Alfred Ernest",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"GROSLING, William Sullivan",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"HASLAM, A.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"JONES, J.H.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"NICHOLAS, J.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"QUASH, William Francis",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"SPACKMAN, F.G.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"TURNER, R.R.",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"ZEALLEY, James Edward",Football,United Kingdom,Gold,1900,summer,Men,Paris
Football,Football,"ALLEMANE, Pierre",Football,France,Silver,1900,summer,Men,Paris
Football,Football,BACH,Football,France,Silver,1900,summer,Men,Paris
Football,Football,"BLOCH, Jean",Football,France,Silver,1900,summer,Men,Paris
Football,Football,"CANELLE, Fernand",Football,France,Silver,1900,summer,Men,Paris
Football,Football,DUPARC,Football,France,Silver,1900,summer,Men,Paris
Football,Football,FRAYSSE,Football,France,Silver,1900,summer,Men,Paris
Football,Football,GAILLARD,Football,France,Silver,1900,summer,Men,Paris
Football,Football,"GARNIER, René",Football,France,Silver,1900,summer,Men,Paris
Football,Football,GRANDJEAN,Football,France,Silver,1900,summer,Men,Paris
Football,Football,HUTEAU,Football,France,Silver,1900,summer,Men,Paris
Football,Football,LAMBERT,Football,France,Silver,1900,summer,Men,Paris
Football,Football,MACAIRE,Football,France,Silver,1900,summer,Men,Paris
Football,Football,PELTIER,Football,France,Silver,1900,summer,Men,Paris
Golf,Golf,"ROBERTSON, David Donaldson",Individual,United Kingdom,Bronze,1900,summer,Men,Paris
Golf,Golf,"SANDS, Charles Edward",Individual,United States,Gold,1900,summer,Men,Paris
Golf,Golf,"RUTHERFORD, Walter",Individual,United Kingdom,Silver,1900,summer,Men,Paris
Golf,Golf,"PRATT, Daria",Individual,United States,Bronze,1900,summer,Women,Paris
Golf,Golf,"ABBOTT, Margaret Ives",Individual,United States,Gold,1900,summer,Women,Paris
Golf,Golf,"WHITTIER, Pauline",Individual,United States,Silver,1900,summer,Women,Paris
Gymnastics,Artistic G.,"DEMANET, Lucien",Individual All-Round,France,Bronze,1900,summer,Men,Paris
Gymnastics,Artistic G.,"SANDRAS, Gustave",Individual All-Round,France,Gold,1900,summer,Men,Paris
Gymnastics,Artistic G.,"BAS, Noël",Individual All-Round,France,Silver,1900,summer,Men,Paris
Polo,Polo,"BOUSSOD, Jean",Polo,Mixed teams,Bronze,1900,summer,Men,Paris
Polo,Polo,"DUC DE BISACCIA, Louis",Polo,Mixed teams,Bronze,1900,summer,Men,Paris
Polo,Polo,"FAUQUET LEMAITRE, A.",Polo,Mixed teams,Bronze,1900,summer,Men,Paris
Polo,Polo,"RAOUL-DUVAL, Maurice",Polo,Mixed teams,Bronze,1900,summer,Men,Paris
Polo,Polo,"DALY, Dennis",Polo,Mixed teams,Gold,1900,summer,Men,Paris
Polo,Polo,"KEENE, Foxhall Parker",Polo,Mixed teams,Gold,1900,summer,Men,Paris
Polo,Polo,"MACKEY, Frank Jay",Polo,Mixed teams,Gold,1900,summer,Men,Paris
Polo,Polo,"RAWLINSON, Alfred",Polo,Mixed teams,Gold,1900,summer,Men,Paris
Polo,Polo,"BUCKMASTER, Walter Selby",Polo,Mixed teams,Silver,1900,summer,Men,Paris
Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",Polo,Mixed teams,Silver,1900,summer,Men,Paris
Polo,Polo,"FREAKE, Frederick Maitland",Polo,Mixed teams,Silver,1900,summer,Men,Paris
Polo,Polo,"MCCREERY, Walter Adolph",Polo,Mixed teams,Silver,1900,summer,Men,Paris
Rowing,Rowing,"BRANDT, Francois Antoine",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"KLEIN, Roelof",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"MIDDELBERG, Walter",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"OFFERHAUS, Hendrik Karel",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"THIJSSEN, Walter",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"TROMP, Henricus",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",Eight With Coxswain (8+),Netherlands,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"ABELL, Louis",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"CARR, William",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"DEBAECKE, Harry",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"EXLEY, John",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"GEIGER, John",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"HEDLEY, Edward",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"JUVENAL, James",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"LOCKWOOD, Roscoe",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"MARSH, Edward",Eight With Coxswain (8+),United States,Gold,1900,summer,Men,Paris
Rowing,Rowing,"BRUGGEMAN, Prospère",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"DE BISSCHOP, Jules",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"DE COCK, Oscar",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"DE SOMVILLE, Oscar Charles",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"HEMELSOET, Maurice",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"ODBERG, Frank",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"VAN LANDEGHEM, Alfred",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"VERDONCK, Maurice",Eight With Coxswain (8+),Belgium,Silver,1900,summer,Men,Paris
Rowing,Rowing,"CARSTENS, Wilhelm",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"FELLE, Ernst",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"FICKEISEN, Otto",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"KÖRNER, Julius",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"KRÖWERATH, Franz",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"LEHLE, Carl",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"MÖLLER, Adolf",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"MOTHS, Gustav Adolf",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"RÜSTER, Hugo",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"WILKER, Hermann",Four-Oared Shell With Coxswain (4-),Germany,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"BOUCKAERT, Henri",Four-Oared Shell With Coxswain (4-),France,Gold,1900,summer,Men,Paris
Rowing,Rowing,"CAU, Jean",Four-Oared Shell With Coxswain (4-),France,Gold,1900,summer,Men,Paris
Rowing,Rowing,CHARLOT,Four-Oared Shell With Coxswain (4-),France,Gold,1900,summer,Men,Paris
Rowing,Rowing,"DELCHAMBRE, Emile",Four-Oared Shell With Coxswain (4-),France,Gold,1900,summer,Men,Paris
Rowing,Rowing,"GOSSLER, Carl Heinrich",Four-Oared Shell With Coxswain (4-),Germany,Gold,1900,summer,Men,Paris
Rowing,Rowing,"GOSSLER, Gustav Ludwig",Four-Oared Shell With Coxswain (4-),Germany,Gold,1900,summer,Men,Paris
Rowing,Rowing,"GOSSLER, Oscar",Four-Oared Shell With Coxswain (4-),Germany,Gold,1900,summer,Men,Paris
Rowing,Rowing,"HAZEBROUCK, Henri",Four-Oared Shell With Coxswain (4-),France,Gold,1900,summer,Men,Paris
Rowing,Rowing,"KATZENSTEIN, Walther",Four-Oared Shell With Coxswain (4-),Germany,Gold,1900,summer,Men,Paris
Rowing,Rowing,"TIETGENS, Waldemar",Four-Oared Shell With Coxswain (4-),Germany,Gold,1900,summer,Men,Paris
Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",Four-Oared Shell With Coxswain (4-),Netherlands,Silver,1900,summer,Men,Paris
Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",Four-Oared Shell With Coxswain (4-),Netherlands,Silver,1900,summer,Men,Paris
Rowing,Rowing,"LOTSY, Gerhard Oswald",Four-Oared Shell With Coxswain (4-),Netherlands,Silver,1900,summer,Men,Paris
Rowing,Rowing,"LOTSY, Paulus Jan",Four-Oared Shell With Coxswain (4-),Netherlands,Silver,1900,summer,Men,Paris
Rowing,Rowing,"LUMPP, Georges",Four-Oared Shell With Coxswain (4-),France,Silver,1900,summer,Men,Paris
Rowing,Rowing,"PERRIN, Charles",Four-Oared Shell With Coxswain (4-),France,Silver,1900,summer,Men,Paris
Rowing,Rowing,"SOUBEYRAN, Daniel",Four-Oared Shell With Coxswain (4-),France,Silver,1900,summer,Men,Paris
Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",Four-Oared Shell With Coxswain (4-),Netherlands,Silver,1900,summer,Men,Paris
Rowing,Rowing,"WEGELIN, Emile",Four-Oared Shell With Coxswain (4-),France,Silver,1900,summer,Men,Paris
Rowing,Rowing,"DELTOUR, Carlos",Pair-Oared Shell With Coxswain (2+),France,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"PAOLI, Raoul",Pair-Oared Shell With Coxswain (2+),France,Bronze,1900,summer,Men,Paris
Rowing,Rowing,"VEDRENNE, Antoine Erneste",Pair-Oared Shell With Coxswain (2+),France,Bronze,1900,summer,Men,Paris
